turbine_num,code,time_on,time_off,duration,stop_cat,description
22,171,2015-11-05 14:44:17,2015-11-05 14:44:47,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-05 14:44:58,2015-11-05 14:45:28,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-05 14:45:38,2015-11-05 14:46:08,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-05 14:46:18,2015-11-05 14:46:48,0 days 00:00:30.000000000,ok,description anonymised
22,207,2015-11-05 14:46:18,2015-11-06 20:32:16,1 days 05:45:58.000000000,ok,description anonymised
22,97,2015-11-05 14:46:48,2015-11-05 14:47:48,0 days 00:01:00.000000000,ok,description anonymised
22,9,2015-11-05 14:47:48,2015-11-05 14:49:45,0 days 00:01:57.000000000,ok,description anonymised
22,84,2015-11-05 14:49:45,2015-11-06 20:30:42,1 days 05:40:57.000000000,ok,description anonymised
21,9,2015-11-05 17:41:16,2015-11-05 17:54:34,0 days 00:13:18.000000000,ok,description anonymised
21,84,2015-11-05 17:54:34,2015-11-05 17:57:40,0 days 00:03:06.000000000,ok,description anonymised
21,9,2015-11-05 17:57:40,2015-11-05 18:00:33,0 days 00:02:53.000000000,ok,description anonymised
21,84,2015-11-05 18:00:33,2015-11-05 18:26:10,0 days 00:25:37.000000000,ok,description anonymised
21,9,2015-11-05 18:26:10,2015-11-05 18:32:39,0 days 00:06:29.000000000,ok,description anonymised
21,84,2015-11-05 18:32:39,2015-11-05 18:34:35,0 days 00:01:56.000000000,ok,description anonymised
21,9,2015-11-05 18:34:35,2015-11-05 18:36:48,0 days 00:02:13.000000000,ok,description anonymised
21,84,2015-11-05 18:36:48,2015-11-06 12:09:52,0 days 17:33:04.000000000,ok,description anonymised
22,101,2015-11-06 04:46:40,2015-11-06 05:24:58,0 days 00:38:18.000000000,ok,description anonymised
21,101,2015-11-06 04:46:40,2015-11-06 05:24:58,0 days 00:38:18.000000000,ok,description anonymised
22,165,2015-11-06 05:03:37,2015-11-06 15:20:43,0 days 10:17:06.000000000,ok,description anonymised
22,196,2015-11-06 05:24:58,2015-11-06 05:25:03,0 days 00:00:05.000000000,ok,description anonymised
21,196,2015-11-06 05:24:58,2015-11-06 05:25:03,0 days 00:00:05.000000000,ok,description anonymised
21,144,2015-11-06 12:09:52,2015-11-06 12:10:00,0 days 00:00:08.000000000,fault_pt,description anonymised
21,113,2015-11-06 12:09:52,2015-11-06 12:10:00,0 days 00:00:08.000000000,fault_pt,description anonymised
21,68,2015-11-06 12:09:52,2015-11-06 12:10:00,0 days 00:00:08.000000000,fault_pt,description anonymised
21,500,2015-11-06 12:09:52,2015-11-06 12:10:00,0 days 00:00:08.000000000,fault_pt,description anonymised pitch axis 1
21,302,2015-11-06 12:09:57,2015-11-06 12:10:00,0 days 00:00:03.000000000,fault_pt,description anonymised pitch axis 3
21,301,2015-11-06 12:09:57,2015-11-06 12:10:00,0 days 00:00:03.000000000,fault_pt,description anonymised pitch axis 2
21,177,2015-11-06 12:09:57,2015-11-06 12:29:58,0 days 00:20:01.000000000,test,description anonymised
21,55,2015-11-06 12:09:58,2015-11-06 12:29:58,0 days 00:20:00.000000000,ok,description anonymised
21,198,2015-11-06 12:10:00,2015-11-06 12:10:01,0 days 00:00:01.000000000,ok,description anonymised
21,15,2015-11-06 12:10:00,2015-11-06 12:10:08,0 days 00:00:08.000000000,maintenance,description anonymised
21,600,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,600,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,600,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,601,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,601,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,601,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,112,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised
21,144,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised
21,25,2015-11-06 12:10:01,2015-11-06 12:11:15,0 days 00:01:14.000000000,test,description anonymised
21,112,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised
21,112,2015-11-06 12:10:01,2015-11-06 12:10:01,0 days 00:00:00.000000000,fault_pt,description anonymised
21,30,2015-11-06 12:10:01,2015-11-06 12:11:15,0 days 00:01:14.000000000,test,description anonymised
21,198,2015-11-06 12:11:15,2015-11-06 12:11:15,0 days 00:00:00.000000000,ok,description anonymised
21,30,2015-11-06 12:11:15,2015-11-06 12:11:15,0 days 00:00:00.000000000,test,description anonymised
21,25,2015-11-06 12:11:15,2015-11-06 12:11:15,0 days 00:00:00.000000000,test,description anonymised
21,15,2015-11-06 12:11:15,2015-11-06 13:15:20,0 days 01:04:05.000000000,maintenance,description anonymised
21,82,2015-11-06 12:29:58,2015-11-07 09:48:12,0 days 21:18:14.000000000,ok,description anonymised
21,207,2015-11-06 13:15:20,2015-11-07 09:48:12,0 days 20:32:52.000000000,ok,description anonymised
21,97,2015-11-06 13:15:20,2015-11-06 13:16:20,0 days 00:01:00.000000000,ok,description anonymised
21,9,2015-11-06 13:16:20,2015-11-06 13:18:18,0 days 00:01:58.000000000,ok,description anonymised
21,84,2015-11-06 13:18:18,2015-11-06 16:54:23,0 days 03:36:05.000000000,ok,description anonymised
22,165,2015-11-06 15:20:45,2015-11-07 10:24:13,0 days 19:03:28.000000000,ok,description anonymised
21,9,2015-11-06 16:54:23,2015-11-06 16:56:25,0 days 00:02:02.000000000,ok,description anonymised
21,84,2015-11-06 16:56:25,2015-11-06 20:20:19,0 days 03:23:54.000000000,ok,description anonymised
21,9,2015-11-06 20:20:19,2015-11-06 20:23:23,0 days 00:03:04.000000000,ok,description anonymised
21,84,2015-11-06 20:23:23,2015-11-06 20:38:57,0 days 00:15:34.000000000,ok,description anonymised
22,9,2015-11-06 20:30:42,2015-11-06 20:32:16,0 days 00:01:34.000000000,ok,description anonymised
22,53,2015-11-06 20:32:16,2015-11-06 20:32:21,0 days 00:00:05.000000000,test,description anonymised
22,207,2015-11-06 20:32:21,2015-11-07 10:01:49,0 days 13:29:28.000000000,ok,description anonymised
22,82,2015-11-06 20:32:21,2015-11-07 10:01:49,0 days 13:29:28.000000000,ok,description anonymised
22,97,2015-11-06 20:33:16,2015-11-06 20:37:59,0 days 00:04:43.000000000,ok,description anonymised
22,9,2015-11-06 20:37:59,2015-11-06 20:40:56,0 days 00:02:57.000000000,ok,description anonymised
21,9,2015-11-06 20:38:57,2015-11-06 20:46:13,0 days 00:07:16.000000000,ok,description anonymised
22,84,2015-11-06 20:40:56,2015-11-07 03:15:28,0 days 06:34:32.000000000,ok,description anonymised
21,84,2015-11-06 20:46:13,2015-11-07 02:51:16,0 days 06:05:03.000000000,ok,description anonymised
21,9,2015-11-07 02:51:16,2015-11-07 03:04:40,0 days 00:13:24.000000000,ok,description anonymised
21,84,2015-11-07 03:04:40,2015-11-07 03:06:27,0 days 00:01:47.000000000,ok,description anonymised
21,9,2015-11-07 03:06:27,2015-11-07 03:26:27,0 days 00:20:00.000000000,ok,description anonymised
22,9,2015-11-07 03:15:28,2015-11-07 03:35:28,0 days 00:20:00.000000000,ok,description anonymised
21,93,2015-11-07 03:26:27,2015-11-07 03:27:29,0 days 00:01:02.000000000,ok,description anonymised
21,97,2015-11-07 03:27:29,2015-11-07 04:31:40,0 days 01:04:11.000000000,ok,description anonymised
22,93,2015-11-07 03:35:28,2015-11-07 03:36:30,0 days 00:01:02.000000000,ok,description anonymised
22,97,2015-11-07 03:36:30,2015-11-07 03:39:05,0 days 00:02:35.000000000,ok,description anonymised
22,9,2015-11-07 03:39:05,2015-11-07 03:59:05,0 days 00:20:00.000000000,ok,description anonymised
22,93,2015-11-07 03:59:05,2015-11-07 04:00:07,0 days 00:01:02.000000000,ok,description anonymised
22,97,2015-11-07 04:00:07,2015-11-07 04:02:38,0 days 00:02:31.000000000,ok,description anonymised
22,9,2015-11-07 04:02:38,2015-11-07 04:03:40,0 days 00:01:02.000000000,ok,description anonymised
22,93,2015-11-07 04:03:40,2015-11-07 04:04:39,0 days 00:00:59.000000000,ok,description anonymised
22,97,2015-11-07 04:04:39,2015-11-07 04:14:54,0 days 00:10:15.000000000,ok,description anonymised
22,9,2015-11-07 04:14:54,2015-11-07 04:15:50,0 days 00:00:56.000000000,ok,description anonymised
22,93,2015-11-07 04:15:50,2015-11-07 04:16:48,0 days 00:00:58.000000000,ok,description anonymised
22,97,2015-11-07 04:16:48,2015-11-07 04:18:00,0 days 00:01:12.000000000,ok,description anonymised
22,9,2015-11-07 04:18:00,2015-11-07 04:18:57,0 days 00:00:57.000000000,ok,description anonymised
22,93,2015-11-07 04:18:57,2015-11-07 04:19:55,0 days 00:00:58.000000000,ok,description anonymised
22,97,2015-11-07 04:19:55,2015-11-07 04:20:56,0 days 00:01:01.000000000,ok,description anonymised
22,9,2015-11-07 04:20:56,2015-11-07 04:23:48,0 days 00:02:52.000000000,ok,description anonymised
22,84,2015-11-07 04:23:48,2015-11-07 04:59:08,0 days 00:35:20.000000000,ok,description anonymised
21,9,2015-11-07 04:31:40,2015-11-07 04:32:38,0 days 00:00:58.000000000,ok,description anonymised
21,93,2015-11-07 04:32:38,2015-11-07 04:33:36,0 days 00:00:58.000000000,ok,description anonymised
21,97,2015-11-07 04:33:36,2015-11-07 04:34:36,0 days 00:01:00.000000000,ok,description anonymised
21,9,2015-11-07 04:34:36,2015-11-07 04:37:08,0 days 00:02:32.000000000,ok,description anonymised
21,84,2015-11-07 04:37:08,2015-11-07 04:49:14,0 days 00:12:06.000000000,ok,description anonymised
21,9,2015-11-07 04:49:14,2015-11-07 05:09:14,0 days 00:20:00.000000000,ok,description anonymised
22,9,2015-11-07 04:59:08,2015-11-07 05:08:21,0 days 00:09:13.000000000,ok,description anonymised
22,84,2015-11-07 05:08:21,2015-11-07 05:12:55,0 days 00:04:34.000000000,ok,description anonymised
21,93,2015-11-07 05:09:14,2015-11-07 05:10:16,0 days 00:01:02.000000000,ok,description anonymised
21,97,2015-11-07 05:10:16,2015-11-07 05:17:02,0 days 00:06:46.000000000,ok,description anonymised
22,9,2015-11-07 05:12:55,2015-11-07 05:17:18,0 days 00:04:23.000000000,ok,description anonymised
21,9,2015-11-07 05:17:02,2015-11-07 05:18:06,0 days 00:01:04.000000000,ok,description anonymised
22,84,2015-11-07 05:17:18,2015-11-07 05:18:27,0 days 00:01:09.000000000,ok,description anonymised
21,93,2015-11-07 05:18:06,2015-11-07 05:19:07,0 days 00:01:01.000000000,ok,description anonymised
22,9,2015-11-07 05:18:27,2015-11-07 05:29:26,0 days 00:10:59.000000000,ok,description anonymised
21,97,2015-11-07 05:19:07,2015-11-07 05:39:46,0 days 00:20:39.000000000,ok,description anonymised
22,84,2015-11-07 05:29:26,2015-11-07 06:46:32,0 days 01:17:06.000000000,ok,description anonymised
21,9,2015-11-07 05:39:46,2015-11-07 05:43:28,0 days 00:03:42.000000000,ok,description anonymised
21,84,2015-11-07 05:43:28,2015-11-07 06:05:29,0 days 00:22:01.000000000,ok,description anonymised
21,9,2015-11-07 06:05:29,2015-11-07 06:09:55,0 days 00:04:26.000000000,ok,description anonymised
21,84,2015-11-07 06:09:55,2015-11-07 06:50:27,0 days 00:40:32.000000000,ok,description anonymised
22,9,2015-11-07 06:46:32,2015-11-07 06:53:38,0 days 00:07:06.000000000,ok,description anonymised
21,9,2015-11-07 06:50:27,2015-11-07 06:53:03,0 days 00:02:36.000000000,ok,description anonymised
21,84,2015-11-07 06:53:03,2015-11-07 07:01:59,0 days 00:08:56.000000000,ok,description anonymised
22,84,2015-11-07 06:53:38,2015-11-07 10:01:49,0 days 03:08:11.000000000,ok,description anonymised
21,9,2015-11-07 07:01:59,2015-11-07 07:10:31,0 days 00:08:32.000000000,ok,description anonymised
21,84,2015-11-07 07:10:31,2015-11-07 09:48:12,0 days 02:37:41.000000000,ok,description anonymised
21,501,2015-11-07 09:48:12,2015-11-07 09:48:23,0 days 00:00:11.000000000,fault_pt,description anonymised pitch axis 2
21,600,2015-11-07 09:48:12,2015-11-07 09:48:23,0 days 00:00:11.000000000,fault_pt,description anonymised pitch axis 1
21,113,2015-11-07 09:48:17,2015-11-07 09:48:23,0 days 00:00:06.000000000,fault_pt,description anonymised
21,68,2015-11-07 09:48:17,2015-11-07 09:48:23,0 days 00:00:06.000000000,fault_pt,description anonymised
21,15,2015-11-07 09:48:22,2015-11-07 09:48:30,0 days 00:00:08.000000000,maintenance,description anonymised
21,300,2015-11-07 09:48:22,2015-11-07 09:48:23,0 days 00:00:01.000000000,fault_pt,description anonymised pitch axis 1
21,198,2015-11-07 09:48:22,2015-11-07 09:48:23,0 days 00:00:01.000000000,ok,description anonymised
21,177,2015-11-07 09:48:22,2015-11-07 09:48:38,0 days 00:00:16.000000000,test,description anonymised
21,302,2015-11-07 09:48:22,2015-11-07 09:48:23,0 days 00:00:01.000000000,fault_pt,description anonymised pitch axis 3
21,112,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised
21,45,2015-11-07 09:48:23,2015-11-07 09:50:16,0 days 00:01:53.000000000,test,description anonymised
21,112,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised
21,600,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,600,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,600,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,112,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised
21,170,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised
21,30,2015-11-07 09:48:23,2015-11-07 09:50:16,0 days 00:01:53.000000000,test,description anonymised
21,170,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised
21,170,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised
21,601,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,601,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,601,2015-11-07 09:48:23,2015-11-07 09:48:23,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,25,2015-11-07 09:48:23,2015-11-07 09:50:16,0 days 00:01:53.000000000,test,description anonymised
21,171,2015-11-07 09:48:40,2015-11-07 09:49:10,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-07 09:49:20,2015-11-07 09:49:50,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-07 09:50:00,2015-11-07 09:50:16,0 days 00:00:16.000000000,ok,description anonymised
21,177,2015-11-07 09:50:16,2015-11-07 09:50:17,0 days 00:00:01.000000000,test,description anonymised
21,15,2015-11-07 09:50:16,2015-11-07 09:50:21,0 days 00:00:05.000000000,maintenance,description anonymised
21,198,2015-11-07 09:50:16,2015-11-07 09:50:17,0 days 00:00:01.000000000,ok,description anonymised
21,25,2015-11-07 09:50:17,2015-11-07 09:50:59,0 days 00:00:42.000000000,test,description anonymised
21,45,2015-11-07 09:50:17,2015-11-07 09:50:59,0 days 00:00:42.000000000,test,description anonymised
21,30,2015-11-07 09:50:17,2015-11-07 09:50:59,0 days 00:00:42.000000000,test,description anonymised
21,152,2015-11-07 09:50:28,2015-11-07 09:50:59,0 days 00:00:31.000000000,fault_pt,description anonymised
21,171,2015-11-07 09:50:30,2015-11-07 09:50:59,0 days 00:00:29.000000000,ok,description anonymised
21,186,2015-11-07 09:50:42,2015-11-07 09:50:59,0 days 00:00:17.000000000,ok,description anonymised
21,58,2015-11-07 09:50:42,2015-11-07 09:50:59,0 days 00:00:17.000000000,test,description anonymised
21,15,2015-11-07 09:50:59,2015-11-07 10:00:00,0 days 00:09:01.000000000,maintenance,description anonymised
21,177,2015-11-07 09:50:59,2015-11-07 09:51:00,0 days 00:00:01.000000000,test,description anonymised
21,198,2015-11-07 09:50:59,2015-11-07 09:51:00,0 days 00:00:01.000000000,ok,description anonymised
21,30,2015-11-07 09:51:00,2015-11-07 09:51:00,0 days 00:00:00.000000000,test,description anonymised
21,500,2015-11-07 09:51:00,2015-11-07 09:51:08,0 days 00:00:08.000000000,fault_pt,description anonymised pitch axis 1
21,170,2015-11-07 09:51:00,2015-11-07 09:51:00,0 days 00:00:00.000000000,fault_pt,description anonymised
21,45,2015-11-07 09:51:00,2015-11-07 09:51:00,0 days 00:00:00.000000000,test,description anonymised
21,177,2015-11-07 09:51:00,2015-11-07 09:51:00,0 days 00:00:00.000000000,test,description anonymised
21,170,2015-11-07 09:51:00,2015-11-07 09:51:00,0 days 00:00:00.000000000,fault_pt,description anonymised
21,25,2015-11-07 09:51:00,2015-11-07 09:51:00,0 days 00:00:00.000000000,test,description anonymised
21,700,2015-11-07 09:51:02,2015-11-07 09:51:08,0 days 00:00:06.000000000,fault_pt,description anonymised pitch axis 1
21,30,2015-11-07 09:51:08,2015-11-07 09:53:10,0 days 00:02:02.000000000,test,description anonymised
21,198,2015-11-07 09:51:08,2015-11-07 09:51:08,0 days 00:00:00.000000000,ok,description anonymised
21,45,2015-11-07 09:51:08,2015-11-07 09:55:13,0 days 00:04:05.000000000,test,description anonymised
21,25,2015-11-07 09:51:08,2015-11-07 09:53:10,0 days 00:02:02.000000000,test,description anonymised
21,82,2015-11-07 09:55:13,2015-11-07 14:00:26,0 days 04:05:13.000000000,ok,description anonymised
21,97,2015-11-07 10:00:00,2015-11-07 10:01:00,0 days 00:01:00.000000000,ok,description anonymised
21,207,2015-11-07 10:00:00,2015-11-07 14:00:27,0 days 04:00:27.000000000,ok,description anonymised
21,9,2015-11-07 10:01:00,2015-11-07 10:02:55,0 days 00:01:55.000000000,ok,description anonymised
22,501,2015-11-07 10:01:49,2015-11-07 10:01:59,0 days 00:00:10.000000000,fault_pt,description anonymised pitch axis 2
22,113,2015-11-07 10:01:49,2015-11-07 10:01:59,0 days 00:00:10.000000000,fault_pt,description anonymised
22,144,2015-11-07 10:01:49,2015-11-07 10:01:59,0 days 00:00:10.000000000,fault_pt,description anonymised
22,68,2015-11-07 10:01:49,2015-11-07 10:01:59,0 days 00:00:10.000000000,fault_pt,description anonymised
22,177,2015-11-07 10:01:54,2015-11-07 10:03:03,0 days 00:01:09.000000000,test,description anonymised
22,302,2015-11-07 10:01:54,2015-11-07 10:01:59,0 days 00:00:05.000000000,fault_pt,description anonymised pitch axis 3
22,300,2015-11-07 10:01:54,2015-11-07 10:01:59,0 days 00:00:05.000000000,fault_pt,description anonymised pitch axis 1
22,55,2015-11-07 10:01:55,2015-11-07 10:03:03,0 days 00:01:08.000000000,ok,description anonymised
22,144,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,fault_pt,description anonymised
22,198,2015-11-07 10:01:59,2015-11-07 10:02:00,0 days 00:00:01.000000000,ok,description anonymised
22,601,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,601,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,122,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,sensor,description anonymised
22,112,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,fault_pt,description anonymised
22,112,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,fault_pt,description anonymised
22,15,2015-11-07 10:01:59,2015-11-07 10:02:06,0 days 00:00:07.000000000,maintenance,description anonymised
22,170,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,fault_pt,description anonymised
22,170,2015-11-07 10:01:59,2015-11-07 10:01:59,0 days 00:00:00.000000000,fault_pt,description anonymised
22,170,2015-11-07 10:02:00,2015-11-07 10:02:00,0 days 00:00:00.000000000,fault_pt,description anonymised
22,601,2015-11-07 10:02:00,2015-11-07 10:02:00,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,112,2015-11-07 10:02:00,2015-11-07 10:02:00,0 days 00:00:00.000000000,fault_pt,description anonymised
22,30,2015-11-07 10:02:00,2015-11-07 10:03:02,0 days 00:01:02.000000000,test,description anonymised
22,25,2015-11-07 10:02:00,2015-11-07 10:03:02,0 days 00:01:02.000000000,test,description anonymised
21,84,2015-11-07 10:02:55,2015-11-07 14:00:26,0 days 03:57:31.000000000,ok,description anonymised
22,198,2015-11-07 10:03:02,2015-11-07 10:03:03,0 days 00:00:01.000000000,ok,description anonymised
22,15,2015-11-07 10:03:02,2015-11-07 10:03:03,0 days 00:00:01.000000000,maintenance,description anonymised
22,30,2015-11-07 10:03:03,2015-11-07 10:05:04,0 days 00:02:01.000000000,test,description anonymised
22,45,2015-11-07 10:03:03,2015-11-07 10:07:07,0 days 00:04:04.000000000,test,description anonymised
22,25,2015-11-07 10:03:03,2015-11-07 10:05:04,0 days 00:02:01.000000000,test,description anonymised
22,171,2015-11-07 10:03:44,2015-11-07 10:04:14,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-07 10:04:24,2015-11-07 10:04:54,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-07 10:05:04,2015-11-07 10:05:05,0 days 00:00:01.000000000,ok,description anonymised
22,171,2015-11-07 10:05:06,2015-11-07 10:05:36,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-07 10:05:47,2015-11-07 10:06:17,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-07 10:06:27,2015-11-07 10:06:57,0 days 00:00:30.000000000,ok,description anonymised
22,82,2015-11-07 10:07:07,2015-11-13 23:37:21,6 days 13:30:14.000000000,ok,description anonymised
22,171,2015-11-07 10:07:07,2015-11-07 10:07:37,0 days 00:00:30.000000000,ok,description anonymised
22,207,2015-11-07 10:07:08,2015-11-12 11:19:49,5 days 01:12:41.000000000,ok,description anonymised
22,97,2015-11-07 10:07:37,2015-11-07 10:08:45,0 days 00:01:08.000000000,ok,description anonymised
22,9,2015-11-07 10:08:45,2015-11-07 10:10:39,0 days 00:01:54.000000000,ok,description anonymised
22,84,2015-11-07 10:10:39,2015-11-12 11:19:49,5 days 01:09:10.000000000,ok,description anonymised
22,165,2015-11-07 10:24:15,2015-11-13 23:37:30,6 days 13:13:15.000000000,ok,description anonymised
21,501,2015-11-07 14:00:26,2015-11-07 14:02:43,0 days 00:02:17.000000000,fault_pt,description anonymised pitch axis 2
21,113,2015-11-07 14:00:27,2015-11-07 14:02:43,0 days 00:02:16.000000000,fault_pt,description anonymised
21,68,2015-11-07 14:00:27,2015-11-07 14:02:43,0 days 00:02:16.000000000,fault_pt,description anonymised
21,302,2015-11-07 14:00:32,2015-11-07 14:02:43,0 days 00:02:11.000000000,fault_pt,description anonymised pitch axis 3
21,177,2015-11-07 14:00:32,2015-11-07 14:03:32,0 days 00:03:00.000000000,test,description anonymised
21,300,2015-11-07 14:00:32,2015-11-07 14:02:43,0 days 00:02:11.000000000,fault_pt,description anonymised pitch axis 1
21,55,2015-11-07 14:00:33,2015-11-07 14:03:31,0 days 00:02:58.000000000,ok,description anonymised
21,25,2015-11-07 14:02:43,2015-11-07 14:02:43,0 days 00:00:00.000000000,test,description anonymised
21,15,2015-11-07 14:02:43,2015-11-07 14:02:46,0 days 00:00:03.000000000,maintenance,description anonymised
21,198,2015-11-07 14:02:43,2015-11-07 14:02:43,0 days 00:00:00.000000000,ok,description anonymised
21,198,2015-11-07 14:02:43,2015-11-07 14:02:43,0 days 00:00:00.000000000,ok,description anonymised
21,30,2015-11-07 14:02:43,2015-11-07 14:02:43,0 days 00:00:00.000000000,test,description anonymised
21,25,2015-11-07 14:02:44,2015-11-07 14:02:44,0 days 00:00:00.000000000,test,description anonymised
21,198,2015-11-07 14:02:44,2015-11-07 14:02:44,0 days 00:00:00.000000000,ok,description anonymised
21,30,2015-11-07 14:02:44,2015-11-07 14:02:44,0 days 00:00:00.000000000,test,description anonymised
21,30,2015-11-07 14:02:44,2015-11-07 14:02:44,0 days 00:00:00.000000000,test,description anonymised
21,25,2015-11-07 14:02:44,2015-11-07 14:02:44,0 days 00:00:00.000000000,test,description anonymised
21,45,2015-11-07 14:03:31,2015-11-07 14:07:37,0 days 00:04:06.000000000,test,description anonymised
21,171,2015-11-07 14:03:33,2015-11-07 14:04:03,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-07 14:04:14,2015-11-07 14:04:42,0 days 00:00:28.000000000,ok,description anonymised
21,171,2015-11-07 14:04:54,2015-11-07 14:05:24,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-07 14:05:34,2015-11-07 14:05:35,0 days 00:00:01.000000000,ok,description anonymised
21,171,2015-11-07 14:05:36,2015-11-07 14:06:06,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-07 14:06:17,2015-11-07 14:06:47,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-07 14:06:57,2015-11-07 14:07:27,0 days 00:00:30.000000000,ok,description anonymised
21,82,2015-11-07 14:07:37,2015-11-08 12:50:26,0 days 22:42:49.000000000,ok,description anonymised
21,207,2015-11-07 14:07:37,2015-11-08 12:50:26,0 days 22:42:49.000000000,ok,description anonymised
21,171,2015-11-07 14:07:37,2015-11-07 14:08:07,0 days 00:00:30.000000000,ok,description anonymised
21,97,2015-11-07 14:08:07,2015-11-07 14:09:07,0 days 00:01:00.000000000,ok,description anonymised
21,9,2015-11-07 14:09:07,2015-11-07 14:11:16,0 days 00:02:09.000000000,ok,description anonymised
21,84,2015-11-07 14:11:16,2015-11-08 12:50:26,0 days 22:39:10.000000000,ok,description anonymised
21,101,2015-11-08 02:35:49,2015-11-08 02:40:02,0 days 00:04:13.000000000,ok,description anonymised
22,101,2015-11-08 02:35:49,2015-11-08 02:40:02,0 days 00:04:13.000000000,ok,description anonymised
22,196,2015-11-08 02:40:02,2015-11-08 02:40:07,0 days 00:00:05.000000000,ok,description anonymised
21,196,2015-11-08 02:40:02,2015-11-08 02:40:07,0 days 00:00:05.000000000,ok,description anonymised
21,101,2015-11-08 02:40:42,2015-11-08 02:47:34,0 days 00:06:52.000000000,ok,description anonymised
22,101,2015-11-08 02:40:42,2015-11-08 02:47:34,0 days 00:06:52.000000000,ok,description anonymised
22,196,2015-11-08 02:47:34,2015-11-08 02:47:39,0 days 00:00:05.000000000,ok,description anonymised
21,196,2015-11-08 02:47:34,2015-11-08 02:47:39,0 days 00:00:05.000000000,ok,description anonymised
21,101,2015-11-08 02:50:48,2015-11-08 03:00:37,0 days 00:09:49.000000000,ok,description anonymised
22,101,2015-11-08 02:50:48,2015-11-08 03:00:37,0 days 00:09:49.000000000,ok,description anonymised
21,196,2015-11-08 03:00:37,2015-11-08 03:00:42,0 days 00:00:05.000000000,ok,description anonymised
22,196,2015-11-08 03:00:37,2015-11-08 03:00:42,0 days 00:00:05.000000000,ok,description anonymised
